respondent,democrat,republican,independent,democrat_noleaners,democrat_leaners,republican_leaners,probe,questions,responses,congenial,response_probe
695,NA,NA,NA,NA,0,1,closed,aca2_correct,0,0,0
695,NA,NA,NA,NA,0,1,closed,gg_correct,1,0,NA
695,NA,NA,NA,NA,0,1,closed,dt_correct,1,1,1
697,1,0,0,NA,1,0,open,aca_correct,0,1,NA
697,1,0,0,NA,1,0,open,aca2_correct,0,1,0
697,1,0,0,NA,1,0,open,gg_correct,1,1,NA
697,1,0,0,NA,1,0,open,dt_correct,0,0,0
698,NA,NA,NA,NA,0,1,closed,aca_correct,1,0,NA
698,NA,NA,NA,NA,0,1,closed,aca2_correct,1,0,1
698,NA,NA,NA,NA,0,1,closed,gg_correct,0,0,NA
698,NA,NA,NA,NA,0,1,closed,dt_correct,1,1,1
701,1,0,0,1,1,0,open,aca_correct,1,1,NA
701,1,0,0,1,1,0,open,aca2_correct,1,1,1
701,1,0,0,1,1,0,open,gg_correct,1,1,NA
701,1,0,0,1,1,0,open,dt_correct,1,0,1
704,1,0,0,1,1,0,open,aca_correct,0,1,NA
704,1,0,0,1,1,0,open,aca2_correct,0,1,0
704,1,0,0,1,1,0,open,gg_correct,0,1,NA
704,1,0,0,1,1,0,open,dt_correct,1,0,1
705,0,1,0,0,0,1,closed,aca_correct,0,0,NA
705,0,1,0,0,0,1,closed,aca2_correct,0,0,0
705,0,1,0,0,0,1,closed,gg_correct,0,0,NA
705,0,1,0,0,0,1,closed,dt_correct,1,1,1
709,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
709,0,0,1,NA,NA,NA,closed,aca2_correct,1,NA,1
709,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
709,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
710,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
710,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
710,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
710,1,0,0,NA,1,0,closed,dt_correct,1,0,1
712,0,1,0,0,0,1,open,aca_correct,0,0,NA
712,0,1,0,0,0,1,open,aca2_correct,0,0,0
712,0,1,0,0,0,1,open,gg_correct,0,0,NA
712,0,1,0,0,0,1,open,dt_correct,1,1,1
714,1,0,0,1,1,0,open,aca_correct,0,1,NA
714,1,0,0,1,1,0,open,aca2_correct,1,1,1
714,1,0,0,1,1,0,open,gg_correct,0,1,NA
714,1,0,0,1,1,0,open,dt_correct,1,0,1
715,1,0,0,1,1,0,closed,aca_correct,0,1,NA
715,1,0,0,1,1,0,closed,aca2_correct,1,1,1
715,1,0,0,1,1,0,closed,gg_correct,1,1,NA
715,1,0,0,1,1,0,closed,dt_correct,0,0,0
717,1,0,0,1,1,0,closed,aca_correct,0,1,NA
717,1,0,0,1,1,0,closed,aca2_correct,0,1,0
717,1,0,0,1,1,0,closed,gg_correct,0,1,NA
717,1,0,0,1,1,0,closed,dt_correct,1,0,1
720,1,0,0,1,1,0,open,aca_correct,0,1,NA
720,1,0,0,1,1,0,open,aca2_correct,0,1,0
720,1,0,0,1,1,0,open,gg_correct,1,1,NA
720,1,0,0,1,1,0,open,dt_correct,1,0,1
722,0,1,0,0,0,1,closed,aca_correct,1,0,NA
722,0,1,0,0,0,1,closed,aca2_correct,1,0,1
722,0,1,0,0,0,1,closed,gg_correct,0,0,NA
722,0,1,0,0,0,1,closed,dt_correct,1,1,1
724,0,0,1,NA,NA,NA,open,aca_correct,0,NA,NA
724,0,0,1,NA,NA,NA,open,aca2_correct,0,NA,0
724,0,0,1,NA,NA,NA,open,gg_correct,0,NA,NA
724,0,0,1,NA,NA,NA,open,dt_correct,0,NA,0
725,1,0,0,1,1,0,closed,aca_correct,0,1,NA
725,1,0,0,1,1,0,closed,aca2_correct,1,1,1
725,1,0,0,1,1,0,closed,gg_correct,0,1,NA
725,1,0,0,1,1,0,closed,dt_correct,1,0,1
726,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
726,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
726,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
726,0,0,1,NA,NA,NA,closed,dt_correct,0,NA,0
727,1,0,0,1,1,0,open,aca_correct,0,1,NA
727,1,0,0,1,1,0,open,aca2_correct,0,1,0
727,1,0,0,1,1,0,open,gg_correct,0,1,NA
727,1,0,0,1,1,0,open,dt_correct,0,0,0
729,1,0,0,1,1,0,closed,aca_correct,0,1,NA
729,1,0,0,1,1,0,closed,aca2_correct,0,1,0
729,1,0,0,1,1,0,closed,gg_correct,1,1,NA
729,1,0,0,1,1,0,closed,dt_correct,0,0,0
730,0,0,1,NA,NA,NA,open,aca_correct,0,NA,NA
730,0,0,1,NA,NA,NA,open,aca2_correct,1,NA,1
730,0,0,1,NA,NA,NA,open,gg_correct,0,NA,NA
730,0,0,1,NA,NA,NA,open,dt_correct,0,NA,0
731,1,0,0,1,1,0,closed,aca_correct,0,1,NA
731,1,0,0,1,1,0,closed,aca2_correct,0,1,0
731,1,0,0,1,1,0,closed,gg_correct,0,1,NA
731,1,0,0,1,1,0,closed,dt_correct,1,0,1
733,0,1,0,0,0,1,open,aca_correct,0,0,NA
733,0,1,0,0,0,1,open,aca2_correct,0,0,0
733,0,1,0,0,0,1,open,gg_correct,0,0,NA
733,0,1,0,0,0,1,open,dt_correct,0,1,0
734,1,0,0,1,1,0,open,aca_correct,0,1,NA
734,1,0,0,1,1,0,open,aca2_correct,0,1,0
734,1,0,0,1,1,0,open,gg_correct,0,1,NA
734,1,0,0,1,1,0,open,dt_correct,1,0,1
736,NA,NA,NA,NA,0,1,closed,aca_correct,0,0,NA
736,NA,NA,NA,NA,0,1,closed,aca2_correct,0,0,0
736,NA,NA,NA,NA,0,1,closed,gg_correct,1,0,NA
736,NA,NA,NA,NA,0,1,closed,dt_correct,1,1,1
737,0,1,0,0,0,1,closed,aca_correct,0,0,NA
737,0,1,0,0,0,1,closed,aca2_correct,1,0,1
737,0,1,0,0,0,1,closed,gg_correct,0,0,NA
737,0,1,0,0,0,1,closed,dt_correct,1,1,1
739,1,0,0,1,1,0,open,aca_correct,0,1,NA
739,1,0,0,1,1,0,open,aca2_correct,0,1,0
739,1,0,0,1,1,0,open,gg_correct,0,1,NA
739,1,0,0,1,1,0,open,dt_correct,1,0,1
743,0,1,0,0,0,1,open,aca_correct,0,0,NA
743,0,1,0,0,0,1,open,aca2_correct,0,0,0
743,0,1,0,0,0,1,open,gg_correct,0,0,NA
743,0,1,0,0,0,1,open,dt_correct,1,1,1
744,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
744,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
744,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
744,1,0,0,NA,1,0,closed,dt_correct,1,0,1
746,1,0,0,1,1,0,closed,aca_correct,0,1,NA
746,1,0,0,1,1,0,closed,aca2_correct,0,1,0
746,1,0,0,1,1,0,closed,gg_correct,0,1,NA
746,1,0,0,1,1,0,closed,dt_correct,0,0,0
747,1,0,0,1,1,0,open,aca_correct,0,1,NA
747,1,0,0,1,1,0,open,aca2_correct,0,1,0
747,1,0,0,1,1,0,open,gg_correct,0,1,NA
747,1,0,0,1,1,0,open,dt_correct,0,0,0
752,1,0,0,1,1,0,closed,aca_correct,0,1,NA
752,1,0,0,1,1,0,closed,aca2_correct,1,1,1
752,1,0,0,1,1,0,closed,gg_correct,0,1,NA
752,1,0,0,1,1,0,closed,dt_correct,1,0,1
754,1,0,0,1,1,0,closed,aca_correct,0,1,NA
754,1,0,0,1,1,0,closed,aca2_correct,0,1,0
754,1,0,0,1,1,0,closed,gg_correct,0,1,NA
754,1,0,0,1,1,0,closed,dt_correct,1,0,1
755,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
755,1,0,0,NA,1,0,closed,aca2_correct,1,1,1
755,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
755,1,0,0,NA,1,0,closed,dt_correct,1,0,1
756,0,1,0,0,0,1,closed,aca_correct,1,0,NA
756,0,1,0,0,0,1,closed,aca2_correct,1,0,1
756,0,1,0,0,0,1,closed,gg_correct,1,0,NA
756,0,1,0,0,0,1,closed,dt_correct,1,1,1
757,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
757,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
757,1,0,0,NA,1,0,closed,gg_correct,1,1,NA
757,1,0,0,NA,1,0,closed,dt_correct,1,0,1
762,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
762,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
762,1,0,0,NA,1,0,closed,gg_correct,1,1,NA
762,1,0,0,NA,1,0,closed,dt_correct,0,0,0
765,0,1,0,0,0,1,closed,aca_correct,0,0,NA
765,0,1,0,0,0,1,closed,aca2_correct,1,0,1
765,0,1,0,0,0,1,closed,gg_correct,0,0,NA
765,0,1,0,0,0,1,closed,dt_correct,1,1,1
766,1,0,0,1,1,0,open,aca_correct,1,1,NA
766,1,0,0,1,1,0,open,aca2_correct,1,1,1
766,1,0,0,1,1,0,open,gg_correct,1,1,NA
766,1,0,0,1,1,0,open,dt_correct,1,0,1
767,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
767,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
767,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
767,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
769,1,0,0,1,1,0,open,aca_correct,1,1,NA
769,1,0,0,1,1,0,open,aca2_correct,1,1,1
769,1,0,0,1,1,0,open,gg_correct,0,1,NA
769,1,0,0,1,1,0,open,dt_correct,0,0,0
770,1,0,0,NA,1,0,open,aca_correct,1,1,NA
770,1,0,0,NA,1,0,open,aca2_correct,1,1,1
770,1,0,0,NA,1,0,open,gg_correct,1,1,NA
770,1,0,0,NA,1,0,open,dt_correct,1,0,1
775,0,1,0,0,0,1,open,aca_correct,1,0,NA
775,0,1,0,0,0,1,open,aca2_correct,1,0,1
775,0,1,0,0,0,1,open,gg_correct,1,0,NA
775,0,1,0,0,0,1,open,dt_correct,1,1,1
776,0,1,0,0,0,1,closed,aca_correct,0,0,NA
776,0,1,0,0,0,1,closed,aca2_correct,0,0,0
776,0,1,0,0,0,1,closed,gg_correct,0,0,NA
776,0,1,0,0,0,1,closed,dt_correct,0,1,0
777,0,1,0,0,0,1,open,aca_correct,0,0,NA
777,0,1,0,0,0,1,open,aca2_correct,0,0,0
777,0,1,0,0,0,1,open,gg_correct,0,0,NA
777,0,1,0,0,0,1,open,dt_correct,1,1,1
778,1,0,0,1,1,0,open,aca_correct,0,1,NA
778,1,0,0,1,1,0,open,aca2_correct,1,1,1
778,1,0,0,1,1,0,open,gg_correct,0,1,NA
778,1,0,0,1,1,0,open,dt_correct,1,0,1
779,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
779,0,0,1,NA,NA,NA,closed,aca2_correct,1,NA,1
779,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
779,0,0,1,NA,NA,NA,closed,dt_correct,0,NA,0
780,1,0,0,1,1,0,closed,aca_correct,0,1,NA
780,1,0,0,1,1,0,closed,aca2_correct,0,1,0
780,1,0,0,1,1,0,closed,gg_correct,0,1,NA
780,1,0,0,1,1,0,closed,dt_correct,0,0,0
781,1,0,0,1,1,0,closed,aca_correct,0,1,NA
781,1,0,0,1,1,0,closed,aca2_correct,0,1,0
781,1,0,0,1,1,0,closed,gg_correct,1,1,NA
781,1,0,0,1,1,0,closed,dt_correct,1,0,1
782,1,0,0,1,1,0,open,aca_correct,1,1,NA
782,1,0,0,1,1,0,open,aca2_correct,1,1,1
782,1,0,0,1,1,0,open,gg_correct,1,1,NA
782,1,0,0,1,1,0,open,dt_correct,1,0,1
784,0,1,0,0,0,1,open,aca_correct,0,0,NA
784,0,1,0,0,0,1,open,aca2_correct,0,0,0
784,0,1,0,0,0,1,open,gg_correct,1,0,NA
784,0,1,0,0,0,1,open,dt_correct,1,1,1
785,0,1,0,0,0,1,closed,aca_correct,1,0,NA
785,0,1,0,0,0,1,closed,aca2_correct,0,0,0
785,0,1,0,0,0,1,closed,gg_correct,1,0,NA
785,0,1,0,0,0,1,closed,dt_correct,1,1,1
786,0,0,1,NA,0,0,closed,aca_correct,0,0,NA
786,0,0,1,NA,0,0,closed,aca2_correct,0,0,0
786,0,0,1,NA,0,0,closed,gg_correct,1,0,NA
786,0,0,1,NA,0,0,closed,dt_correct,0,1,0
788,1,0,0,1,1,0,open,aca_correct,1,1,NA
788,1,0,0,1,1,0,open,aca2_correct,0,1,0
788,1,0,0,1,1,0,open,gg_correct,1,1,NA
788,1,0,0,1,1,0,open,dt_correct,1,0,1
792,0,1,0,0,0,1,closed,aca_correct,0,0,NA
792,0,1,0,0,0,1,closed,aca2_correct,0,0,0
792,0,1,0,0,0,1,closed,gg_correct,0,0,NA
792,0,1,0,0,0,1,closed,dt_correct,0,1,0
793,0,1,0,0,0,1,closed,aca_correct,0,0,NA
793,0,1,0,0,0,1,closed,aca2_correct,0,0,0
793,0,1,0,0,0,1,closed,gg_correct,0,0,NA
793,0,1,0,0,0,1,closed,dt_correct,1,1,1
795,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
795,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
795,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
795,0,0,1,NA,NA,NA,closed,dt_correct,0,NA,0
796,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
796,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
796,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
796,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
797,0,1,0,0,0,1,closed,aca_correct,0,0,NA
797,0,1,0,0,0,1,closed,aca2_correct,0,0,0
797,0,1,0,0,0,1,closed,gg_correct,1,0,NA
797,0,1,0,0,0,1,closed,dt_correct,1,1,1
799,NA,NA,NA,NA,0,1,closed,aca_correct,1,0,NA
799,NA,NA,NA,NA,0,1,closed,aca2_correct,0,0,0
799,NA,NA,NA,NA,0,1,closed,gg_correct,1,0,NA
799,NA,NA,NA,NA,0,1,closed,dt_correct,1,1,1
801,0,1,0,0,0,1,closed,aca_correct,0,0,NA
801,0,1,0,0,0,1,closed,aca2_correct,0,0,0
801,0,1,0,0,0,1,closed,gg_correct,0,0,NA
801,0,1,0,0,0,1,closed,dt_correct,0,1,0
803,0,1,0,0,0,1,closed,aca_correct,1,0,NA
803,0,1,0,0,0,1,closed,aca2_correct,0,0,0
803,0,1,0,0,0,1,closed,gg_correct,0,0,NA
803,0,1,0,0,0,1,closed,dt_correct,0,1,0
804,0,1,0,0,0,1,closed,aca_correct,0,0,NA
804,0,1,0,0,0,1,closed,aca2_correct,1,0,1
804,0,1,0,0,0,1,closed,gg_correct,0,0,NA
804,0,1,0,0,0,1,closed,dt_correct,1,1,1
807,0,1,0,0,0,1,closed,aca_correct,0,0,NA
807,0,1,0,0,0,1,closed,aca2_correct,0,0,0
807,0,1,0,0,0,1,closed,gg_correct,0,0,NA
807,0,1,0,0,0,1,closed,dt_correct,1,1,1
808,1,0,0,1,1,0,open,aca_correct,1,1,NA
808,1,0,0,1,1,0,open,aca2_correct,1,1,1
808,1,0,0,1,1,0,open,gg_correct,1,1,NA
808,1,0,0,1,1,0,open,dt_correct,1,0,1
810,0,1,0,0,0,1,open,aca_correct,1,0,NA
810,0,1,0,0,0,1,open,aca2_correct,0,0,0
810,0,1,0,0,0,1,open,gg_correct,0,0,NA
810,0,1,0,0,0,1,open,dt_correct,1,1,1
814,1,0,0,1,1,0,closed,aca_correct,0,1,NA
814,1,0,0,1,1,0,closed,aca2_correct,0,1,0
814,1,0,0,1,1,0,closed,gg_correct,0,1,NA
814,1,0,0,1,1,0,closed,dt_correct,0,0,0
819,0,1,0,0,0,1,closed,aca_correct,0,0,NA
819,0,1,0,0,0,1,closed,aca2_correct,0,0,0
819,0,1,0,0,0,1,closed,gg_correct,0,0,NA
819,0,1,0,0,0,1,closed,dt_correct,0,1,0
820,0,0,1,NA,NA,NA,closed,aca_correct,1,NA,NA
820,0,0,1,NA,NA,NA,closed,aca2_correct,1,NA,1
820,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
820,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
821,1,0,0,NA,1,0,open,aca_correct,1,1,NA
821,1,0,0,NA,1,0,open,aca2_correct,0,1,0
821,1,0,0,NA,1,0,open,gg_correct,0,1,NA
821,1,0,0,NA,1,0,open,dt_correct,1,0,1
822,1,0,0,1,1,0,open,aca_correct,0,1,NA
822,1,0,0,1,1,0,open,aca2_correct,0,1,0
822,1,0,0,1,1,0,open,gg_correct,1,1,NA
822,1,0,0,1,1,0,open,dt_correct,0,0,0
824,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
824,1,0,0,NA,1,0,closed,aca2_correct,1,1,1
824,1,0,0,NA,1,0,closed,gg_correct,1,1,NA
824,1,0,0,NA,1,0,closed,dt_correct,1,0,1
825,1,0,0,1,1,0,closed,aca_correct,0,1,NA
825,1,0,0,1,1,0,closed,aca2_correct,0,1,0
825,1,0,0,1,1,0,closed,gg_correct,1,1,NA
825,1,0,0,1,1,0,closed,dt_correct,1,0,1
829,0,0,1,NA,NA,NA,open,aca_correct,1,NA,NA
829,0,0,1,NA,NA,NA,open,aca2_correct,0,NA,0
829,0,0,1,NA,NA,NA,open,gg_correct,0,NA,NA
829,0,0,1,NA,NA,NA,open,dt_correct,0,NA,0
833,1,0,0,NA,1,0,open,aca_correct,0,1,NA
833,1,0,0,NA,1,0,open,aca2_correct,0,1,0
833,1,0,0,NA,1,0,open,gg_correct,0,1,NA
833,1,0,0,NA,1,0,open,dt_correct,0,0,0
834,0,1,0,0,0,1,closed,aca_correct,1,0,NA
834,0,1,0,0,0,1,closed,aca2_correct,0,0,0
834,0,1,0,0,0,1,closed,gg_correct,0,0,NA
834,0,1,0,0,0,1,closed,dt_correct,0,1,0
835,1,0,0,1,1,0,closed,aca_correct,1,1,NA
835,1,0,0,1,1,0,closed,aca2_correct,1,1,1
835,1,0,0,1,1,0,closed,gg_correct,1,1,NA
835,1,0,0,1,1,0,closed,dt_correct,1,0,1
837,1,0,0,NA,1,0,open,aca_correct,1,1,NA
837,1,0,0,NA,1,0,open,aca2_correct,1,1,1
837,1,0,0,NA,1,0,open,gg_correct,1,1,NA
837,1,0,0,NA,1,0,open,dt_correct,1,0,1
838,1,0,0,1,1,0,closed,aca_correct,0,1,NA
838,1,0,0,1,1,0,closed,aca2_correct,1,1,1
838,1,0,0,1,1,0,closed,gg_correct,1,1,NA
838,1,0,0,1,1,0,closed,dt_correct,1,0,1
840,1,0,0,1,1,0,closed,aca_correct,0,1,NA
840,1,0,0,1,1,0,closed,aca2_correct,0,1,0
840,1,0,0,1,1,0,closed,gg_correct,1,1,NA
840,1,0,0,1,1,0,closed,dt_correct,1,0,1
841,1,0,0,1,1,0,closed,aca_correct,0,1,NA
841,1,0,0,1,1,0,closed,aca2_correct,0,1,0
841,1,0,0,1,1,0,closed,gg_correct,0,1,NA
841,1,0,0,1,1,0,closed,dt_correct,0,0,0
844,1,0,0,1,1,0,closed,aca_correct,0,1,NA
844,1,0,0,1,1,0,closed,aca2_correct,1,1,1
844,1,0,0,1,1,0,closed,gg_correct,0,1,NA
844,1,0,0,1,1,0,closed,dt_correct,1,0,1
845,1,0,0,1,1,0,open,aca_correct,0,1,NA
845,1,0,0,1,1,0,open,aca2_correct,0,1,0
845,1,0,0,1,1,0,open,gg_correct,0,1,NA
845,1,0,0,1,1,0,open,dt_correct,1,0,1
846,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
846,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
846,1,0,0,NA,1,0,closed,gg_correct,1,1,NA
846,1,0,0,NA,1,0,closed,dt_correct,1,0,1
848,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
848,1,0,0,NA,1,0,closed,aca2_correct,1,1,1
848,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
848,1,0,0,NA,1,0,closed,dt_correct,1,0,1
849,0,1,0,0,0,1,closed,aca_correct,0,0,NA
849,0,1,0,0,0,1,closed,aca2_correct,0,0,0
849,0,1,0,0,0,1,closed,gg_correct,0,0,NA
849,0,1,0,0,0,1,closed,dt_correct,0,1,0
850,1,0,0,1,1,0,open,aca_correct,1,1,NA
850,1,0,0,1,1,0,open,aca2_correct,1,1,1
850,1,0,0,1,1,0,open,gg_correct,0,1,NA
850,1,0,0,1,1,0,open,dt_correct,1,0,1
852,0,1,0,0,0,1,closed,aca_correct,0,0,NA
852,0,1,0,0,0,1,closed,aca2_correct,0,0,0
852,0,1,0,0,0,1,closed,gg_correct,0,0,NA
852,0,1,0,0,0,1,closed,dt_correct,1,1,1
853,1,0,0,1,1,0,open,aca_correct,0,1,NA
853,1,0,0,1,1,0,open,aca2_correct,0,1,0
853,1,0,0,1,1,0,open,gg_correct,0,1,NA
853,1,0,0,1,1,0,open,dt_correct,1,0,1
855,1,0,0,NA,1,0,closed,aca_correct,1,1,NA
855,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
855,1,0,0,NA,1,0,closed,gg_correct,1,1,NA
855,1,0,0,NA,1,0,closed,dt_correct,1,0,1
861,1,0,0,1,1,0,open,aca_correct,0,1,NA
861,1,0,0,1,1,0,open,aca2_correct,1,1,1
861,1,0,0,1,1,0,open,gg_correct,1,1,NA
861,1,0,0,1,1,0,open,dt_correct,0,0,0
863,0,0,1,NA,0,0,closed,aca_correct,0,0,NA
863,0,0,1,NA,0,0,closed,aca2_correct,0,0,0
863,0,0,1,NA,0,0,closed,gg_correct,0,0,NA
863,0,0,1,NA,0,0,closed,dt_correct,0,1,0
864,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
864,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
864,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
864,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
868,0,1,0,0,0,1,open,aca_correct,0,0,NA
868,0,1,0,0,0,1,open,aca2_correct,0,0,0
868,0,1,0,0,0,1,open,gg_correct,0,0,NA
868,0,1,0,0,0,1,open,dt_correct,1,1,1
869,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
869,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
