respondent,democrat,republican,independent,democrat_noleaners,democrat_leaners,republican_leaners,probe,questions,responses,congenial,response_probe
869,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
869,1,0,0,NA,1,0,closed,dt_correct,1,0,1
870,1,0,0,1,1,0,closed,aca_correct,0,1,NA
870,1,0,0,1,1,0,closed,aca2_correct,0,1,0
870,1,0,0,1,1,0,closed,gg_correct,0,1,NA
870,1,0,0,1,1,0,closed,dt_correct,1,0,1
873,0,1,0,0,0,1,open,aca_correct,1,0,NA
873,0,1,0,0,0,1,open,aca2_correct,0,0,0
873,0,1,0,0,0,1,open,gg_correct,0,0,NA
873,0,1,0,0,0,1,open,dt_correct,0,1,0
875,1,0,0,1,1,0,closed,aca_correct,1,1,NA
875,1,0,0,1,1,0,closed,aca2_correct,0,1,0
875,1,0,0,1,1,0,closed,gg_correct,0,1,NA
875,1,0,0,1,1,0,closed,dt_correct,1,0,1
876,0,0,1,NA,NA,NA,closed,aca_correct,1,NA,NA
876,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
876,0,0,1,NA,NA,NA,closed,gg_correct,1,NA,NA
876,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
878,1,0,0,1,1,0,closed,aca_correct,1,1,NA
878,1,0,0,1,1,0,closed,aca2_correct,0,1,0
878,1,0,0,1,1,0,closed,gg_correct,0,1,NA
878,1,0,0,1,1,0,closed,dt_correct,1,0,1
881,NA,NA,NA,NA,0,1,closed,aca_correct,1,0,NA
881,NA,NA,NA,NA,0,1,closed,aca2_correct,1,0,1
881,NA,NA,NA,NA,0,1,closed,gg_correct,0,0,NA
881,NA,NA,NA,NA,0,1,closed,dt_correct,1,1,1
885,0,0,1,NA,NA,NA,open,aca_correct,0,NA,NA
885,0,0,1,NA,NA,NA,open,aca2_correct,0,NA,0
885,0,0,1,NA,NA,NA,open,gg_correct,0,NA,NA
885,0,0,1,NA,NA,NA,open,dt_correct,1,NA,1
887,0,1,0,0,0,1,closed,aca_correct,0,0,NA
887,0,1,0,0,0,1,closed,aca2_correct,0,0,0
887,0,1,0,0,0,1,closed,gg_correct,0,0,NA
887,0,1,0,0,0,1,closed,dt_correct,1,1,1
889,0,1,0,0,0,1,open,aca_correct,0,0,NA
889,0,1,0,0,0,1,open,aca2_correct,0,0,0
889,0,1,0,0,0,1,open,gg_correct,0,0,NA
889,0,1,0,0,0,1,open,dt_correct,0,1,0
891,0,1,0,0,0,1,closed,aca_correct,0,0,NA
891,0,1,0,0,0,1,closed,aca2_correct,1,0,1
891,0,1,0,0,0,1,closed,gg_correct,0,0,NA
891,0,1,0,0,0,1,closed,dt_correct,1,1,1
892,1,0,0,1,1,0,closed,aca_correct,0,1,NA
892,1,0,0,1,1,0,closed,aca2_correct,0,1,0
892,1,0,0,1,1,0,closed,gg_correct,1,1,NA
892,1,0,0,1,1,0,closed,dt_correct,0,0,0
893,1,0,0,1,1,0,open,aca_correct,1,1,NA
893,1,0,0,1,1,0,open,aca2_correct,0,1,0
893,1,0,0,1,1,0,open,gg_correct,0,1,NA
893,1,0,0,1,1,0,open,dt_correct,1,0,1
895,0,1,0,0,0,1,closed,aca_correct,1,0,NA
895,0,1,0,0,0,1,closed,aca2_correct,0,0,0
895,0,1,0,0,0,1,closed,gg_correct,0,0,NA
895,0,1,0,0,0,1,closed,dt_correct,1,1,1
898,0,1,0,0,0,1,closed,aca_correct,0,0,NA
898,0,1,0,0,0,1,closed,aca2_correct,0,0,0
898,0,1,0,0,0,1,closed,gg_correct,0,0,NA
898,0,1,0,0,0,1,closed,dt_correct,0,1,0
902,NA,NA,NA,NA,0,1,closed,aca_correct,0,0,NA
902,NA,NA,NA,NA,0,1,closed,aca2_correct,1,0,1
902,NA,NA,NA,NA,0,1,closed,gg_correct,0,0,NA
902,NA,NA,NA,NA,0,1,closed,dt_correct,1,1,1
903,NA,NA,NA,NA,0,1,closed,aca_correct,0,0,NA
903,NA,NA,NA,NA,0,1,closed,aca2_correct,1,0,1
903,NA,NA,NA,NA,0,1,closed,gg_correct,0,0,NA
903,NA,NA,NA,NA,0,1,closed,dt_correct,1,1,1
905,1,0,0,1,1,0,open,aca_correct,0,1,NA
905,1,0,0,1,1,0,open,aca2_correct,0,1,0
905,1,0,0,1,1,0,open,gg_correct,0,1,NA
905,1,0,0,1,1,0,open,dt_correct,1,0,1
906,0,1,0,0,0,1,closed,aca_correct,1,0,NA
906,0,1,0,0,0,1,closed,aca2_correct,1,0,1
906,0,1,0,0,0,1,closed,gg_correct,1,0,NA
906,0,1,0,0,0,1,closed,dt_correct,1,1,1
907,0,1,0,0,0,1,closed,aca_correct,0,0,NA
907,0,1,0,0,0,1,closed,aca2_correct,0,0,0
907,0,1,0,0,0,1,closed,gg_correct,0,0,NA
907,0,1,0,0,0,1,closed,dt_correct,0,1,0
908,1,0,0,NA,1,0,open,aca_correct,1,1,NA
908,1,0,0,NA,1,0,open,aca2_correct,1,1,1
908,1,0,0,NA,1,0,open,gg_correct,0,1,NA
908,1,0,0,NA,1,0,open,dt_correct,1,0,1
909,0,1,0,0,0,1,open,aca_correct,0,0,NA
909,0,1,0,0,0,1,open,aca2_correct,0,0,0
909,0,1,0,0,0,1,open,gg_correct,0,0,NA
909,0,1,0,0,0,1,open,dt_correct,1,1,1
911,1,0,0,1,1,0,open,aca_correct,0,1,NA
911,1,0,0,1,1,0,open,aca2_correct,0,1,0
911,1,0,0,1,1,0,open,gg_correct,1,1,NA
911,1,0,0,1,1,0,open,dt_correct,1,0,1
912,1,0,0,1,1,0,closed,aca_correct,0,1,NA
912,1,0,0,1,1,0,closed,aca2_correct,0,1,0
912,1,0,0,1,1,0,closed,gg_correct,0,1,NA
912,1,0,0,1,1,0,closed,dt_correct,1,0,1
913,1,0,0,1,1,0,open,aca_correct,1,1,NA
913,1,0,0,1,1,0,open,aca2_correct,1,1,1
913,1,0,0,1,1,0,open,gg_correct,0,1,NA
913,1,0,0,1,1,0,open,dt_correct,1,0,1
915,0,0,1,NA,NA,NA,open,aca_correct,0,NA,NA
915,0,0,1,NA,NA,NA,open,aca2_correct,0,NA,0
915,0,0,1,NA,NA,NA,open,gg_correct,0,NA,NA
915,0,0,1,NA,NA,NA,open,dt_correct,1,NA,1
917,1,0,0,1,1,0,open,aca_correct,0,1,NA
917,1,0,0,1,1,0,open,aca2_correct,0,1,0
917,1,0,0,1,1,0,open,gg_correct,0,1,NA
917,1,0,0,1,1,0,open,dt_correct,1,0,1
920,0,1,0,0,0,1,closed,aca_correct,1,0,NA
920,0,1,0,0,0,1,closed,aca2_correct,1,0,1
920,0,1,0,0,0,1,closed,gg_correct,0,0,NA
920,0,1,0,0,0,1,closed,dt_correct,1,1,1
923,1,0,0,1,1,0,open,aca_correct,1,1,NA
923,1,0,0,1,1,0,open,aca2_correct,1,1,1
923,1,0,0,1,1,0,open,gg_correct,1,1,NA
923,1,0,0,1,1,0,open,dt_correct,1,0,1
924,0,1,0,0,0,1,open,aca_correct,0,0,NA
924,0,1,0,0,0,1,open,aca2_correct,0,0,0
924,0,1,0,0,0,1,open,gg_correct,0,0,NA
924,0,1,0,0,0,1,open,dt_correct,1,1,1
925,0,0,1,NA,NA,NA,open,aca_correct,0,NA,NA
925,0,0,1,NA,NA,NA,open,aca2_correct,0,NA,0
925,0,0,1,NA,NA,NA,open,gg_correct,0,NA,NA
925,0,0,1,NA,NA,NA,open,dt_correct,1,NA,1
932,1,0,0,1,1,0,open,aca_correct,0,1,NA
932,1,0,0,1,1,0,open,aca2_correct,0,1,0
932,1,0,0,1,1,0,open,gg_correct,0,1,NA
932,1,0,0,1,1,0,open,dt_correct,1,0,1
933,NA,NA,NA,NA,0,1,closed,aca_correct,0,0,NA
933,NA,NA,NA,NA,0,1,closed,aca2_correct,0,0,0
933,NA,NA,NA,NA,0,1,closed,gg_correct,1,0,NA
933,NA,NA,NA,NA,0,1,closed,dt_correct,1,1,1
934,0,1,0,0,0,1,closed,aca_correct,0,0,NA
934,0,1,0,0,0,1,closed,aca2_correct,0,0,0
934,0,1,0,0,0,1,closed,gg_correct,0,0,NA
934,0,1,0,0,0,1,closed,dt_correct,1,1,1
935,1,0,0,1,1,0,closed,aca_correct,0,1,NA
935,1,0,0,1,1,0,closed,aca2_correct,1,1,1
935,1,0,0,1,1,0,closed,gg_correct,0,1,NA
935,1,0,0,1,1,0,closed,dt_correct,0,0,0
936,0,0,1,NA,NA,NA,closed,aca_correct,1,NA,NA
936,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
936,0,0,1,NA,NA,NA,closed,gg_correct,1,NA,NA
936,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
939,0,1,0,0,0,1,closed,aca_correct,0,0,NA
939,0,1,0,0,0,1,closed,aca2_correct,0,0,0
939,0,1,0,0,0,1,closed,gg_correct,1,0,NA
939,0,1,0,0,0,1,closed,dt_correct,0,1,0
941,0,1,0,0,0,1,closed,aca_correct,0,0,NA
941,0,1,0,0,0,1,closed,aca2_correct,1,0,1
941,0,1,0,0,0,1,closed,gg_correct,0,0,NA
941,0,1,0,0,0,1,closed,dt_correct,1,1,1
944,0,1,0,0,0,1,closed,aca_correct,0,0,NA
944,0,1,0,0,0,1,closed,aca2_correct,1,0,1
944,0,1,0,0,0,1,closed,gg_correct,0,0,NA
944,0,1,0,0,0,1,closed,dt_correct,1,1,1
949,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
949,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
949,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
949,1,0,0,NA,1,0,closed,dt_correct,1,0,1
952,0,1,0,0,0,1,closed,aca_correct,0,0,NA
952,0,1,0,0,0,1,closed,aca2_correct,0,0,0
952,0,1,0,0,0,1,closed,gg_correct,0,0,NA
952,0,1,0,0,0,1,closed,dt_correct,1,1,1
955,0,1,0,0,0,1,closed,aca_correct,0,0,NA
955,0,1,0,0,0,1,closed,aca2_correct,0,0,0
955,0,1,0,0,0,1,closed,gg_correct,1,0,NA
955,0,1,0,0,0,1,closed,dt_correct,1,1,1
956,1,0,0,1,1,0,closed,aca_correct,0,1,NA
956,1,0,0,1,1,0,closed,aca2_correct,0,1,0
956,1,0,0,1,1,0,closed,gg_correct,1,1,NA
956,1,0,0,1,1,0,closed,dt_correct,1,0,1
961,0,0,1,NA,NA,NA,closed,aca_correct,1,NA,NA
961,0,0,1,NA,NA,NA,closed,aca2_correct,1,NA,1
961,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
961,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
963,0,0,1,NA,NA,NA,open,aca_correct,1,NA,NA
963,0,0,1,NA,NA,NA,open,aca2_correct,0,NA,0
963,0,0,1,NA,NA,NA,open,gg_correct,0,NA,NA
963,0,0,1,NA,NA,NA,open,dt_correct,1,NA,1
967,0,1,0,0,0,1,closed,aca_correct,0,0,NA
967,0,1,0,0,0,1,closed,aca2_correct,0,0,0
967,0,1,0,0,0,1,closed,gg_correct,0,0,NA
967,0,1,0,0,0,1,closed,dt_correct,1,1,1
970,0,1,0,0,0,1,closed,aca_correct,0,0,NA
970,0,1,0,0,0,1,closed,aca2_correct,0,0,0
970,0,1,0,0,0,1,closed,gg_correct,0,0,NA
970,0,1,0,0,0,1,closed,dt_correct,1,1,1
973,0,1,0,0,0,1,closed,aca_correct,0,0,NA
973,0,1,0,0,0,1,closed,aca2_correct,0,0,0
973,0,1,0,0,0,1,closed,gg_correct,0,0,NA
973,0,1,0,0,0,1,closed,dt_correct,1,1,1
974,1,0,0,1,1,0,closed,aca_correct,0,1,NA
974,1,0,0,1,1,0,closed,aca2_correct,0,1,0
974,1,0,0,1,1,0,closed,gg_correct,0,1,NA
974,1,0,0,1,1,0,closed,dt_correct,1,0,1
976,0,1,0,0,0,1,closed,aca_correct,0,0,NA
976,0,1,0,0,0,1,closed,aca2_correct,0,0,0
976,0,1,0,0,0,1,closed,gg_correct,1,0,NA
976,0,1,0,0,0,1,closed,dt_correct,1,1,1
979,0,1,0,0,0,1,closed,aca_correct,0,0,NA
979,0,1,0,0,0,1,closed,aca2_correct,0,0,0
979,0,1,0,0,0,1,closed,gg_correct,0,0,NA
979,0,1,0,0,0,1,closed,dt_correct,1,1,1
981,0,0,1,NA,NA,NA,closed,aca_correct,1,NA,NA
981,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
981,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
981,0,0,1,NA,NA,NA,closed,dt_correct,0,NA,0
983,1,0,0,1,1,0,open,aca_correct,0,1,NA
983,1,0,0,1,1,0,open,aca2_correct,1,1,1
983,1,0,0,1,1,0,open,gg_correct,0,1,NA
983,1,0,0,1,1,0,open,dt_correct,1,0,1
984,1,0,0,1,1,0,closed,aca_correct,1,1,NA
984,1,0,0,1,1,0,closed,aca2_correct,1,1,1
984,1,0,0,1,1,0,closed,gg_correct,1,1,NA
984,1,0,0,1,1,0,closed,dt_correct,1,0,1
989,1,0,0,1,1,0,closed,aca_correct,1,1,NA
989,1,0,0,1,1,0,closed,aca2_correct,0,1,0
989,1,0,0,1,1,0,closed,gg_correct,0,1,NA
989,1,0,0,1,1,0,closed,dt_correct,1,0,1
991,0,1,0,0,0,1,closed,aca_correct,0,0,NA
991,0,1,0,0,0,1,closed,aca2_correct,0,0,0
991,0,1,0,0,0,1,closed,gg_correct,0,0,NA
991,0,1,0,0,0,1,closed,dt_correct,0,1,0
994,1,0,0,1,1,0,closed,aca_correct,1,1,NA
994,1,0,0,1,1,0,closed,aca2_correct,1,1,1
994,1,0,0,1,1,0,closed,gg_correct,1,1,NA
994,1,0,0,1,1,0,closed,dt_correct,1,0,1
999,0,1,0,0,0,1,closed,aca_correct,0,0,NA
999,0,1,0,0,0,1,closed,aca2_correct,0,0,0
999,0,1,0,0,0,1,closed,gg_correct,0,0,NA
999,0,1,0,0,0,1,closed,dt_correct,1,1,1
1000,1,0,0,1,1,0,closed,aca_correct,0,1,NA
1000,1,0,0,1,1,0,closed,aca2_correct,0,1,0
1000,1,0,0,1,1,0,closed,gg_correct,0,1,NA
1000,1,0,0,1,1,0,closed,dt_correct,0,0,0
1002,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
1002,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
1002,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
1002,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
1005,0,1,0,0,0,1,closed,aca_correct,0,0,NA
1005,0,1,0,0,0,1,closed,aca2_correct,0,0,0
1005,0,1,0,0,0,1,closed,gg_correct,0,0,NA
1005,0,1,0,0,0,1,closed,dt_correct,1,1,1
1007,NA,NA,NA,NA,0,1,closed,aca_correct,0,0,NA
1007,NA,NA,NA,NA,0,1,closed,aca2_correct,0,0,0
1007,NA,NA,NA,NA,0,1,closed,gg_correct,1,0,NA
1007,NA,NA,NA,NA,0,1,closed,dt_correct,1,1,1
1010,NA,NA,NA,NA,0,1,closed,aca_correct,1,0,NA
1010,NA,NA,NA,NA,0,1,closed,aca2_correct,0,0,0
1010,NA,NA,NA,NA,0,1,closed,gg_correct,0,0,NA
1010,NA,NA,NA,NA,0,1,closed,dt_correct,1,1,1
1011,0,1,0,0,0,1,open,aca_correct,1,0,NA
1011,0,1,0,0,0,1,open,aca2_correct,0,0,0
1011,0,1,0,0,0,1,open,gg_correct,0,0,NA
1011,0,1,0,0,0,1,open,dt_correct,1,1,1
1012,1,0,0,1,1,0,closed,aca_correct,0,1,NA
1012,1,0,0,1,1,0,closed,aca2_correct,1,1,1
1012,1,0,0,1,1,0,closed,gg_correct,0,1,NA
1012,1,0,0,1,1,0,closed,dt_correct,1,0,1
1014,1,0,0,1,1,0,open,aca_correct,0,1,NA
1014,1,0,0,1,1,0,open,aca2_correct,0,1,0
1014,1,0,0,1,1,0,open,gg_correct,1,1,NA
1014,1,0,0,1,1,0,open,dt_correct,1,0,1
1015,0,1,0,0,0,1,closed,aca_correct,0,0,NA
1015,0,1,0,0,0,1,closed,aca2_correct,0,0,0
1015,0,1,0,0,0,1,closed,gg_correct,0,0,NA
1015,0,1,0,0,0,1,closed,dt_correct,1,1,1
1016,1,0,0,1,1,0,closed,aca_correct,0,1,NA
1016,1,0,0,1,1,0,closed,aca2_correct,1,1,1
1016,1,0,0,1,1,0,closed,gg_correct,0,1,NA
1016,1,0,0,1,1,0,closed,dt_correct,0,0,0
1017,NA,NA,NA,NA,0,1,closed,aca_correct,1,0,NA
1017,NA,NA,NA,NA,0,1,closed,aca2_correct,0,0,0
1017,NA,NA,NA,NA,0,1,closed,gg_correct,1,0,NA
1017,NA,NA,NA,NA,0,1,closed,dt_correct,0,1,0
1018,1,0,0,1,1,0,closed,aca_correct,0,1,NA
1018,1,0,0,1,1,0,closed,aca2_correct,0,1,0
1018,1,0,0,1,1,0,closed,gg_correct,0,1,NA
1018,1,0,0,1,1,0,closed,dt_correct,1,0,1
1019,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
1019,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
1019,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
1019,1,0,0,NA,1,0,closed,dt_correct,1,0,1
1021,0,1,0,0,0,1,open,aca_correct,1,0,NA
1021,0,1,0,0,0,1,open,aca2_correct,0,0,0
1021,0,1,0,0,0,1,open,gg_correct,0,0,NA
1021,0,1,0,0,0,1,open,dt_correct,1,1,1
1022,0,1,0,0,0,1,open,aca_correct,0,0,NA
1022,0,1,0,0,0,1,open,aca2_correct,0,0,0
1022,0,1,0,0,0,1,open,gg_correct,0,0,NA
1022,0,1,0,0,0,1,open,dt_correct,1,1,1
1023,1,0,0,NA,1,0,open,aca_correct,1,1,NA
1023,1,0,0,NA,1,0,open,aca2_correct,1,1,1
1023,1,0,0,NA,1,0,open,gg_correct,0,1,NA
1023,1,0,0,NA,1,0,open,dt_correct,1,0,1
1025,1,0,0,1,1,0,open,aca_correct,0,1,NA
1025,1,0,0,1,1,0,open,aca2_correct,0,1,0
1025,1,0,0,1,1,0,open,gg_correct,0,1,NA
1025,1,0,0,1,1,0,open,dt_correct,1,0,1
1026,0,1,0,0,0,1,open,aca_correct,0,0,NA
1026,0,1,0,0,0,1,open,aca2_correct,1,0,1
1026,0,1,0,0,0,1,open,gg_correct,0,0,NA
1026,0,1,0,0,0,1,open,dt_correct,1,1,1
1027,1,0,0,1,1,0,closed,aca_correct,0,1,NA
1027,1,0,0,1,1,0,closed,aca2_correct,0,1,0
1027,1,0,0,1,1,0,closed,gg_correct,0,1,NA
1027,1,0,0,1,1,0,closed,dt_correct,1,0,1
1028,0,1,0,0,0,1,closed,aca_correct,0,0,NA
1028,0,1,0,0,0,1,closed,aca2_correct,0,0,0
1028,0,1,0,0,0,1,closed,gg_correct,0,0,NA
1028,0,1,0,0,0,1,closed,dt_correct,1,1,1
1029,1,0,0,1,1,0,closed,aca_correct,0,1,NA
1029,1,0,0,1,1,0,closed,aca2_correct,0,1,0
1029,1,0,0,1,1,0,closed,gg_correct,1,1,NA
1029,1,0,0,1,1,0,closed,dt_correct,1,0,1
1031,1,0,0,NA,1,0,closed,aca_correct,1,1,NA
1031,1,0,0,NA,1,0,closed,aca2_correct,1,1,1
1031,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
1031,1,0,0,NA,1,0,closed,dt_correct,1,0,1
1033,1,0,0,1,1,0,open,aca_correct,0,1,NA
1033,1,0,0,1,1,0,open,aca2_correct,0,1,0
1033,1,0,0,1,1,0,open,gg_correct,0,1,NA
1033,1,0,0,1,1,0,open,dt_correct,1,0,1
1035,1,0,0,1,1,0,closed,aca_correct,0,1,NA
1035,1,0,0,1,1,0,closed,aca2_correct,0,1,0
1035,1,0,0,1,1,0,closed,gg_correct,1,1,NA
1035,1,0,0,1,1,0,closed,dt_correct,1,0,1
1038,1,0,0,NA,1,0,closed,aca_correct,1,1,NA
1038,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
1038,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
1038,1,0,0,NA,1,0,closed,dt_correct,1,0,1
1040,1,0,0,1,1,0,closed,aca_correct,1,1,NA
1040,1,0,0,1,1,0,closed,aca2_correct,0,1,0
1040,1,0,0,1,1,0,closed,gg_correct,0,1,NA
1040,1,0,0,1,1,0,closed,dt_correct,1,0,1
1043,1,0,0,NA,1,0,open,aca_correct,1,1,NA
1043,1,0,0,NA,1,0,open,aca2_correct,1,1,1
1043,1,0,0,NA,1,0,open,gg_correct,1,1,NA
1043,1,0,0,NA,1,0,open,dt_correct,1,0,1
1045,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
1045,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
1045,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
1045,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
1046,0,1,0,0,0,1,closed,aca_correct,0,0,NA
1046,0,1,0,0,0,1,closed,aca2_correct,0,0,0
1046,0,1,0,0,0,1,closed,gg_correct,0,0,NA
1046,0,1,0,0,0,1,closed,dt_correct,0,1,0
1048,1,0,0,1,1,0,open,aca_correct,1,1,NA
1048,1,0,0,1,1,0,open,aca2_correct,0,1,0
1048,1,0,0,1,1,0,open,gg_correct,0,1,NA
1048,1,0,0,1,1,0,open,dt_correct,1,0,1
1050,1,0,0,1,1,0,open,aca_correct,0,1,NA
1050,1,0,0,1,1,0,open,aca2_correct,0,1,0
1050,1,0,0,1,1,0,open,gg_correct,0,1,NA
1050,1,0,0,1,1,0,open,dt_correct,1,0,1
1055,0,0,1,NA,NA,NA,open,aca_correct,1,NA,NA
1055,0,0,1,NA,NA,NA,open,aca2_correct,1,NA,1
1055,0,0,1,NA,NA,NA,open,gg_correct,1,NA,NA
1055,0,0,1,NA,NA,NA,open,dt_correct,1,NA,1
1057,0,1,0,0,0,1,closed,aca_correct,0,0,NA
1057,0,1,0,0,0,1,closed,aca2_correct,0,0,0
1057,0,1,0,0,0,1,closed,gg_correct,0,0,NA
1057,0,1,0,0,0,1,closed,dt_correct,0,1,0
1058,0,1,0,0,0,1,closed,aca_correct,1,0,NA
1058,0,1,0,0,0,1,closed,aca2_correct,0,0,0
1058,0,1,0,0,0,1,closed,gg_correct,0,0,NA
1058,0,1,0,0,0,1,closed,dt_correct,1,1,1
1059,0,1,0,0,0,1,closed,aca_correct,0,0,NA
1059,0,1,0,0,0,1,closed,aca2_correct,1,0,1
1059,0,1,0,0,0,1,closed,gg_correct,0,0,NA
1059,0,1,0,0,0,1,closed,dt_correct,1,1,1
